NO,Kode Accurate,NAMA BARANG,STATUS,CP,SP,PRICE,TANGGAL UPDATE,KATEGORI,NAMA BRAND,Stok Sistem,NON AKTIF
851,100310,MOUSEPAD FANTECH AGILE MP353 GAMING - BLACK,KOSONG,,,,,MOUSEPAD BASIC,FANTECH,,TIDAK
852,100311,MOUSEPAD FANTECH AGILE MP903 GAMING  - BLACK,KOSONG,,,,,DESKMAT BASIC,FANTECH,,YA
853,100312,MOUSEPAD FANTECH AGILE MP903 GAMING - WHITE,KOSONG,,,,,DESKMAT BASIC,FANTECH,,YA
854,100681,MOUSEPAD FANTECH MP-MST491P,KOSONG,,,,30/12/2025,MOUSEPAD GAMING,FANTECH,1,TIDAK
855,100797,MOUSEPAD FANTECH MP904 AGILE - MINT EDITION,KOSONG,,,,,DESKMAT GAMING,FANTECH,,TIDAK
856,100388,MOUSEPAD FANTECH VIGIL MP256 BASIC -BLACK,KOSONG,,,,,MOUSEPAD BASIC,FANTECH,,YA
857,100309,MOUSEPAD FANTECH VIGIL MP296 BASIC - BLACK,KOSONG,,,,,MOUSEPAD BASIC,FANTECH,-100,TIDAK
858,101186,MOUSEPAD RAZER FIREFLY V2 PRO MULTIZONE CHROMA,,,,,,MOUSEPAD GAMING,RAZER,1,TIDAK
859,101187,MOUSEPAD RAZER GOLIATHUS CHROMA EXT,KOSONG,,,,,,RAZER,,YA
860,100279,MOUSEPAD REXUS DAXA RETRO 800x400x5MM,KOSONG,,,,,DESKMAT GAMING,REXUS,,YA
861,100276,MOUSEPAD REXUS KVLAR T1,KOSONG,,,,,MOUSEPAD GAMING,REXUS,,YA
862,100277,MOUSEPAD REXUS KVLAR T10 SPEED,KOSONG,,,,,DESKMAT GAMING,REXUS,,TIDAK
863,100278,MOUSEPAD REXUS KVLAR T10 SPEED - WHITE,KOSONG,,,,,DESKMAT GAMING,REXUS,,TIDAK
864,100917,MOUSEPAD REXUS KVLAR T4 25X21,KOSONG,,,,,MOUSEPAD GAMING,REXUS,,TIDAK
865,101518,MOUSEPAD ROBOT RP01 GREEN,KOSONG,,,,,,,,YA
866,101444,MOUSEPAD ROBOT RP05-S,KOSONG,,,,,MOUSEPAD BASIC,ROBOT,,TIDAK
867,101521,MOUSEPAD ROBOT RP07 COLORFUL,KOSONG,,,,,MOUSEPAD BASIC,ROBOT,,TIDAK
868,101520,MOUSEPAD ROBOT RP07 PINK,KOSONG,,,,,MOUSEPAD BASIC,ROBOT,,TIDAK
869,101519,MOUSEPAD ROBOT RP07 WHITE,,,,,,MOUSEPAD BASIC,ROBOT,1,TIDAK
870,101154,MSI CUBI 5 12M 225BID I5-1235U/BAREBONE/3 YEARS WARRANTY - WHITE,READY,"Rp4.926.126,00","Rp5.770.000,00","Rp5.300.000,00",10/12/2025,MINI PC,MSI,1,TIDAK
871,101155,MSI CUBI 5 12M 241BID I5-1235U/BAREBONE/3 YEARS WARRANTY - BLACK,READY,"Rp4.926.126,00","Rp5.770.000,00","Rp5.300.000,00",10/12/2025,MINI PC,MSI,1,TIDAK
872,100808,MSI CUBI 5 12M-240BID-B31215UXX I3-1215U BAREBONE BLACK/3YEARS,KOSONG,,,,,MINI PC,MSI,,TIDAK
873,100807,MSI CUBI N ADL S-207BID-BN100XX,KOSONG,,,,,MINI PC,MSI,,TIDAK
874,100454,MSI MODERN 14 I3 1215 8GB 256GB W11+OHS 14.0FHD BLIT IPS 2Y BLK C12M0.1058,KOSONG,,,,,,MSI,,YA
875,100446,MSI MODERN 14 I3 1215 8GB 512GB W11+OHS 14.0FHD C12MO.1253 SILVER,KOSONG,,,,,,MSI,,YA
876,2503000391,MSI Thin 15 B12VE (9S7-16R831-2404)/Core i7-12650H/8GB/512GB SSD/RTX4050 6GB/15.6″ FHD 144Hz/Win 11 Home/Cosmos Gray,KOSONG,,,,,,MSI,,YA
877,100006,Maintenance Cartridge Inkjet DE100 XD,KOSONG,,,,,,,,YA
878,100074,Mouse Logitech B100 Optical USB,READY,"Rp42.794,00","Rp55.000,00","Rp48.000,00",23/12/2025,MOUSE OFFICE WIRED,LOGITECH,243,TIDAK
879,100067,Mouse Logitech M170 Wireless Mouse,KOSONG,"Rp105.000,00","Rp130.000,00","Rp110.000,00",21/11/2025,MOUSE OFFICE WIRELESS,LOGITECH,,TIDAK
880,100077,Mouse Logitech M171 Wireless Mouse - Blue,READY,"Rp128.828,00","Rp165.000,00","Rp145.000,00",23/12/2025,MOUSE OFFICE WIRELESS,LOGITECH,33,TIDAK
881,100076,Mouse Logitech M171 Wireless Mouse - Blue Grey,READY,"Rp128.828,00","Rp165.000,00","Rp145.000,00",23/12/2025,MOUSE OFFICE WIRELESS,LOGITECH,27,TIDAK
882,100075,Mouse Logitech M171 Wireless Mouse - Grey,READY,"Rp128.828,00","Rp165.000,00","Rp145.000,00",23/12/2025,MOUSE OFFICE WIRELESS,LOGITECH,19,TIDAK
883,100078,Mouse Logitech M171 Wireless Mouse - Off White,READY,"Rp128.828,00","Rp165.000,00","Rp145.000,00",23/12/2025,MOUSE OFFICE WIRELESS,LOGITECH,31,TIDAK
884,100079,Mouse Logitech M171 Wireless Mouse - Red,READY,"Rp128.828,00","Rp165.000,00","Rp145.000,00",23/12/2025,MOUSE OFFICE WIRELESS,LOGITECH,36,TIDAK
885,100084,Mouse Logitech M171 Wireless Mouse - Rose,READY,"Rp128.828,00","Rp165.000,00","Rp145.000,00",23/12/2025,MOUSE OFFICE WIRELESS,LOGITECH,27,TIDAK
886,100088,Mouse Logitech M185 Wireless Mouse - Blue,READY,"Rp145.045,00","Rp165.000,00","Rp155.000,00",23/12/2025,MOUSE OFFICE WIRELESS,LOGITECH,27,TIDAK
887,100090,Mouse Logitech M185 Wireless Mouse - Red,READY,"Rp145.045,00","Rp165.000,00","Rp155.000,00",23/12/2025,MOUSE OFFICE WIRELESS,LOGITECH,11,TIDAK
888,100089,Mouse Logitech M185 Wireless Mouse - Swift Grey,KOSONG,,,,,MOUSE OFFICE WIRELESS,LOGITECH,,TIDAK
889,100085,Mouse Logitech M240 Silent Bluetooth Mouse - Graphite,KOSONG,,,,,,LOGITECH,,YA
890,100086,Mouse Logitech M240 Silent Bluetooth Mouse - Off White,KOSONG,,,,,MOUSE OFFICE WIRELESS,LOGITECH,,TIDAK
891,100087,Mouse Logitech M240 Silent Bluetooth Mouse - Rose,READY,"Rp177.477,00","Rp220.000,00","Rp205.000,00",23/12/2025,MOUSE OFFICE WIRELESS,LOGITECH,1,TIDAK
892,100068,Mouse Logitech M90,READY,"Rp41.441,00","Rp55.000,00","Rp45.000,00",23/12/2025,MOUSE OFFICE WIRED,LOGITECH,116,TIDAK
893,101552,NB  ASUS VIVOBOOK GO 14 E1404FA RYZEN 5 7520 16GB 512GB W11+OHS 14.0FHD IPS BLACK VIPS552,KOSONG,,,,,LAPTOP,ASUS,,YA
894,100782,NB ACER AL14 51M 59YA I5 1235U 8GB 512GB W11 OHS 14',READY,"Rp7.800.000,00","Rp8.150.000,00","Rp8.000.000,00",07/01/2026,LAPTOP,ACER,1,TIDAK
895,101053,NB ACER ASPIRE 14 A14 I5 13420H RTX2050 8GB 215GB W11+OHS GREY 51GM.57BP,KOSONG,,,,,LAPTOP,ACER,,YA
896,100561,NB ACER ASPIRE 3 SlIM A314-36M-35B3 Core i3-N305 8GB 512GB 14″ FHD Win 11 Home+OHS 2021 – IRIS BLUE,READY,"Rp5.400.000,00","Rp6.000.000,00","Rp5.800.000,00",07/01/2026,LAPTOP,ACER,2,TIDAK
897,101258,NB ACER ASPIRE 5 SPIN A5SP14 51MTN 7819 TOUCH I7-1355U 16GB 512GB W11+OHS 14'' WUXGA FP PEN 2IN1 GREY,KOSONG,,,,,LAPTOP,ACER,,YA
898,101311,NB ACER ASPIRE LITE AL14 INTEL N100 8GB 256GB W11+OHS 14.0WUXGA SLV -31P.C0WW,KOSONG,,,,,LAPTOP,ACER,,TIDAK
899,C3MH,NB ACER ASPIRE LITE AL14-31P C3MH INTEL N100 8GB 256GB W11+OHS 14.0 WUXGA SILVER,KOSONG,,,,,LAPTOP,ACER,,TIDAK
900,100585,NB ACER ASPIRE LITE AL14-31P-C0G4 INTEL N100 8GB 512GB 14″ WUXGA IPS Win 11 Home+OHS 2021- SILVER,KOSONG,,,,,LAPTOP,ACER,,YA
901,100016,"NB ACER ASPIRE LITE AL14-31P-C3MH SILVER N100 50 8GB DDR5 256GB SSD 14""WUXGA INTEL UDH GRAPHICS WIN 11 OHS",KOSONG,,,,,LAPTOP,ACER,,YA
902,100941,NB ACER ASPIRE LITE AL14-31P-C6DD INTEL N100 8GB 512GB W11+OHS 14.0WUXGA SLV,KOSONG,"Rp4.324.324,00","Rp4.960.000,00","Rp4.500.000,00",10/12/2025,LAPTOP,ACER,,TIDAK
903,100562,NB ACER ASPIRE LITE AL14-51M-37GM INTEL CORE i3-1215 8GB 512GB 14″ WUXGA IPS Win 11 Home+OHS 2021 – PURE SILVERr,KOSONG,,,,,LAPTOP,ACER,,YA
904,101324,NB ACER ASPIRE SPIN ASP14 TOUCH CORE 7 150U 16GB 512GB PEN 2IN1 GREY,KOSONG,,,,,LAPTOP,ACER,,YA
905,100620,NB ACER NITRO 16 AN16-41-R5N2 RYZEN 7-7735HS 16GB 512GB RTX4050 6GB 16″ WUXGA 165Hz Win 11 Home+OHS 2021 – BLACK,KOSONG,,,,,LAPTOP,ACER,,YA
906,100617,NB ACER NITRO V 15 ANV15-41-R2VJ R5-7535HS 8GB 512GB RTX2050 4GB 15.6″ FHD 144Hz Win 11 Home+OHS 2021 – BLACK,READY,"Rp9.200.000,00","Rp9.600.000,00","Rp9.450.000,00",07/01/2026,LAPTOP,ACER,2,TIDAK
907,100618,NB ACER NITRO V 15 ANV15-51-5115 i5-13420H 8GB 512GB RTX4050 6GB 15.6″ FHD 144Hz Win 11 Home+OHS 2021 – BLACK,KOSONG,,,,,LAPTOP,ACER,,YA
908,100615,NB ACER NITRO V 15 ANV15-51-542G i5-13420H 8GB 512GB RTX2050 4GB 15.6″ FHD 144Hz Win 11 Home+OHS 2021 – BLACK,KOSONG,,,,,LAPTOP,ACER,,TIDAK
909,100619,NB ACER NITRO V 15 ANV15-51-74ZW i7-13620H 16GB 512GB RTX4050 6GB 15.6″ FHD 144Hz Win 11 Home+OHS 2021 – BLACK,KOSONG,,,,,LAPTOP,ACER,,YA
910,100614,NB ACER NITRO V 15 ANV15-51-79Y1 i7-13620H 16GB 512GB RTX2050 4GB 15.6″ FHD 144Hz Win 11 Home+OHS 2021 – BLACK,KOSONG,,,,,LAPTOP,ACER,,TIDAK
911,101131,NB ASUS A1404VA-VIPS351M I3-1315U 8GB 512GB 14''FHD OHS BLUE,KOSONG,,,,,LAPTOP,ASUS,,YA
912,101362,NB ASUS A1404VA-VIPS352M I3 SLV,KOSONG,,,,,LAPTOP,ASUS,,YA
913,A1404VA-S551,NB ASUS A1404VA-VIPS551 INTEL I5-1335U 8GB DDR4 512GB NVME BLUE,KOSONG,,,,,LAPTOP,ASUS,,YA
914,101361,NB ASUS E1404FA-FHD351M R3 BLACK,KOSONG,,,,,LAPTOP,ASUS,,YA
915,101365,NB ASUS E1404FA-FHD352M R3 SIL,KOSONG,,,,,LAPTOP,ASUS,,YA
916,E1404GA-FHD322M,NB ASUS E1404GA-FHD322M I3 N305 8GB 256GB GREEN GREY,READY,"Rp5.000.000,00","Rp5.550.000,00","Rp5.350.000,00",08/01/2026,LAPTOP,ASUS,1,TIDAK
917,101041,"NB ASUS E1504FA-OLED554M R5-7520U 16GB 512GB 15.6"" OLED554 BLACK",KOSONG,,,,,LAPTOP,ASUS,,YA
918,B1402CBA-3853WS,"NB ASUS EXPERTBOOK  I3-1215U 8GB 512GB 14"" FHD - BLACK",READY,"Rp5.550.000,00","Rp6.800.000,00","Rp6.000.000,00",08/01/2026,LAPTOP,ASUS,1,TIDAK
919,101545,NB ASUS M5406UA-OLED752 AMD Ryzen™ 7 8845HS  LPDDR5X 16GB 512GB  Windows 11 Home3.8GHz,KOSONG,,,,,LAPTOP,ASUS,,YA
920,101512,NB ASUS ROG G614JU I545J6G-HM i5-13540HX 16GB 512GB SSD RTX4050 6GB 16″ FHD+ IPS 165Hz Win 11 Home+OHS 2021 GRAY,KOSONG,,,,,LAPTOP,ASUS,,TIDAK
921,100676,NB ASUS ROG STRIX G16 G614JU I7 13650HX RTX 4050 6GB/16GB 512GB W11+OHS 4ZRGB 16.0 GREY I745J8G,KOSONG,,,,,LAPTOP,ASUS,,YA
922,100677,NB ASUS ROG STRIX G16 G614JV I7 13650HX RTX4060 8GB/16GB 1TB W11+OHS 16.0 NEBULA  PKRGB I746C7G GREY,KOSONG,,,,,LAPTOP,ASUS,,YA
923,100678,NB ASUS ROG ZEPHYRUS G14 OLED GA403UU RYZEN7 8845HS RTX4050 6GB/16GB 1TB W11+OHS NEBULA R745OL6G GREY,KOSONG,,,,,LAPTOP,ASUS,,YA
924,100838,NB ASUS TUF A14 FA401WV-R946G9G-OM RYZEN 9-HX370 32GB 1TB RTX 4060 8GB W11 OHS,KOSONG,,,,,LAPTOP,ASUS,,YA
925,100500,NB ASUS TUF A15 FA506NC RYZEN 5 7535HS RTX3050 4GB 8GB 512GB W11+OHS 15.6FHD 144HZ IPS RGB - BLACK-R535B6T-OM,KOSONG,,,,,LAPTOP,ASUS,,YA
926,100811,NB ASUS TUF A15 FA506NCR- R735B1T-OM  RYZEN 7 7435HS RTX3050 4GB 8GB 512GB W11+OHS 15.6FHD 144HZ IPS RGB - BLACK,KOSONG,,,,,LAPTOP,ASUS,,TIDAK
927,100501,NB ASUS TUF A15 FA506NCR- R735B6T-OM  RYZEN 7 7435HS RTX3050 4GB 16GB 512GB W11+OHS 15.6FHD 144HZ IPS RGB - BLACK,KOSONG,,,,,LAPTOP,ASUS,,YA
928,FA506-5B6TOM,NB ASUS TUF A15 FA506NF- R525B6T-OM RYZEN 5 7535HS RTX2050 4GB 8GB 512GB W11+OHS 15.6FHD 144HZ IPS RGB- BLACK,KOSONG,,,,,LAPTOP,ASUS,,TIDAK
929,100622,NB ASUS TUF A15 FA506NFR-R725B1T-OM AMD Ryzen 7-7435HS 8GB 512GB RTX2050 4GB 15.6″ FHD 144Hz Win 11 Home+OHS 2021+M365 – BLACK,KOSONG,,,,,LAPTOP,ASUS,,TIDAK
930,100623,NB ASUS TUF F15 FX507ZC4-I535B1M-O i5-12500H 8GB 512GB RTX3050 4GB 15.6″ FHD 144Hz Win 11 Home+OHS 2021 – GREY,KOSONG,,,,,LAPTOP,ASUS,,YA
931,100624,NB ASUS TUF F15 FX507ZC4-I735B6M-O i7-12700H 16GB 512GB RTX3050 4GB 15.6″ FHD 144Hz Win 11 Home+OHS 2021,KOSONG,,,,,LAPTOP,ASUS,,YA
932,101040,"NB ASUS TUF FA507NUR-R745K6M-OM R7 16GB 512GB 15,6"" W11",KOSONG,,,,,LAPTOP,ASUS,,YA
933,101359,NB ASUS UM3406HA-OLED753 R7 OHS B,KOSONG,"Rp12.800.000,00","Rp13.200.000,00","Rp13.000.000,00",10/12/2025,LAPTOP,ASUS,,TIDAK
934,101133,NB ASUS VIVOBOOK 14 A1400KA N4500 8GB 512GB W11+OHS 14''FHD BLIK BLACK FHD4512,KOSONG,"Rp4.750.000,00","Rp5.050.000,00","Rp4.900.000,00",10/12/2025,LAPTOP,ASUS,,TIDAK
935,A1400KA-FHD421,NB ASUS VIVOBOOK 14 A1400KA-FHD421 N4500 4GB 256GB W11+OHS 14.0FHD - BLIT BLACK,KOSONG,"Rp4.062.612,00","Rp4.250.000,00","Rp4.150.000,00",10/12/2025,LAPTOP,ASUS,,TIDAK
936,A1404VA-VIPS352,NB ASUS VIVOBOOK 14 A1404VA-VIPS352 I3 1315 8GB 512GB W11+OHS 14.0FHD IPS - SILVER,READY,"Rp6.413.000,00","Rp6.800.000,00","Rp6.650.000,00",08/01/2026,LAPTOP,ASUS,1,TIDAK
937,A1404VA-VIPS552,NB ASUS VIVOBOOK 14 A1404VA-VIPS552 I5-1335 8GB 512GB W11+OHS 14.0FHD VIPS - SILVER,KOSONG,,,,,LAPTOP,ASUS,,YA
938,A1404VA-VIPS712,NB ASUS VIVOBOOK 14 A1404VA-VIPS712 I7 1355 16GB 1TB W11+OHS 14.0FHD VIPS - SILVER,KOSONG,,,,,LAPTOP,ASUS,,TIDAK
939,A1404VA-VIPS751,NB ASUS VIVOBOOK 14 A1404VA-VIPS751  I7 1355 8GB 512GB W11+OHS 14.0FHD VIPS - BLUE,READY,"Rp9.600.000,00","Rp10.100.000,00","Rp9.900.000,00",08/01/2026,LAPTOP,ASUS,1,TIDAK
940,101412,NB ASUS VIVOBOOK 14 A1404ZA - VIPS551M I5 1235U 8GB 512GB 14' FHD W11 OHS21+365,KOSONG,,,,,LAPTOP,ASUS,,TIDAK
941,101309,NB ASUS VIVOBOOK 14 A1404ZA I5 1235 8GB 512GB W11+OHS+O365 14.0FHD VIPS BRW -VIPS552M,KOSONG,,,,,LAPTOP,ASUS,,TIDAK
942,101310,NB ASUS VIVOBOOK 14 A1404ZA I5 1235 8GB 512GB W11+OHS+O365 14.0FHD VIPS SLV -VIPS553M,KOSONG,,,,,LAPTOP,ASUS,,TIDAK
943,A1404ZA-VIPS551,NB ASUS VIVOBOOK 14 A1404ZA-VIPS551 I5 1235 8GB 512GB W11+OHS 14.0FHD VIPS - BLUE,KOSONG,,,,,LAPTOP,ASUS,,TIDAK
944,101441,NB ASUS VIVOBOOK 14 M1405YA RYZEN 7 7730 16GB 512GB W11+OHS 14.0WUXGA IPS FP BLK-VIPS751,KOSONG,,,,,LAPTOP,ASUS,,YA
945,101440,NB ASUS VIVOBOOK 14 M1405YA RYZEN 7 7730 16GB 512GB W11+OHS 14.0WUXGA IPS FP SLV-VIPS752,KOSONG,,,,,LAPTOP,ASUS,,YA
946,M1405YA-S711,NB ASUS VIVOBOOK 14 M1405YA-OLEDS711 R7 16GB 1TB W11 BLACK,KOSONG,,,,,LAPTOP,ASUS,,YA
947,100741,"NB ASUS VIVOBOOK A1400KA N4500 FHD423 8GB 256GB W11+OHS 14"" BLACK",READY,"Rp4.525.000,00","Rp4.700.000,00","Rp4.600.000,00",08/01/2026,LAPTOP,ASUS,7,TIDAK
948,101132,NB ASUS VIVOBOOK A1404VA-VIPS752 I7 8GB 512FB W11 OHS BLUE,READY,"Rp9.600.000,00","Rp10.100.000,00","Rp9.800.000,00",08/01/2026,LAPTOP,ASUS,1,TIDAK
949,101331,NB ASUS VIVOBOOK GO 14 E1404FA FHD321M AMD RYZEN 3-7320U 8GB 256GB SSD 14″ FHD WIN 11 HOME+OHS 2021+M365,READY,"Rp5.112.000,00","Rp5.450.000,00","Rp5.400.000,00",08/01/2026,LAPTOP,ASUS,1,TIDAK
950,101330,NB ASUS VIVOBOOK E1404FA Ryzen™ 3-7320U 8GB 256GB Microsoft Office Home Student 2021 + Office 365 Basic Windows 11 Home FHD323M,KOSONG,,,,,LAPTOP,ASUS,,TIDAK
951,101329,NB ASUS VIVOBOOK E1404FA Ryzen™ 5 7520U  8GB 512GB VIPS559M,KOSONG,,,,,LAPTOP,ASUS,,TIDAK
952,101044,NB ASUS VIVOBOOK E1504FA-OLED351 R3-7320U 8GB 512GB W11,KOSONG,,,,,LAPTOP,ASUS,,YA
953,101134,NB ASUS VIVOBOOK GO 14 E1404FA R3 7320 8GB 256GB W11+OHS+O365 FHD322M GREEN GREY,KOSONG,,,,,LAPTOP,ASUS,,TIDAK
954,101307,NB ASUS VIVOBOOK GO 14 E1404FA RYZEN 5 7520 16GB 512GB W11+OHS 14.0FHD IPS SLV -VIPS554,KOSONG,,,,,LAPTOP,ASUS,,TIDAK
955,E1404FA-FHD321,NB ASUS VIVOBOOK GO 14 E1404FA-FHD321 RYZEN 3-7320 8GB 256GB W11+OHS 14.0 FHD - BLACK,KOSONG,,,,,LAPTOP,ASUS,,TIDAK
956,E1404FA-FHD323,NB ASUS VIVOBOOK GO 14 E1404FA-FHD323 RYZEN 3-7320 8GB 256GB W11+OHS 14.0 FHD - SILVER,KOSONG,,,,,LAPTOP,ASUS,,TIDAK
957,E1404FA-FHD351,NB ASUS VIVOBOOK GO 14 E1404FA-FHD351 RYZEN 3-7320 8GB 512GB W11+OHS 14.0 FHD - BLACK,KOSONG,,,,,LAPTOP,ASUS,,YA
958,E1404FA-FHD352,NB ASUS VIVOBOOK GO 14 E1404FA-FHD352 RYZEN 3-7320 8GB 512GB W11+OHS 14.0 FHD - SILVER,KOSONG,,,,,LAPTOP,ASUS,,TIDAK
959,E1404FA-FHD353,NB ASUS VIVOBOOK GO 14 E1404FA-FHD353 RYZEN 3-7320U 8GB 512GB - GREY,KOSONG,,,,,LAPTOP,ASUS,,YA
960,VIPS558,NB ASUS VIVOBOOK GO 14 E1404FA-VIPS558 RYZEN 5 7520 8GB 512GB W11+OHS 14.0FHD IPS BLACK,KOSONG,,,,,LAPTOP,ASUS,,YA
961,E1404FA-VIPS559,NB ASUS VIVOBOOK GO 14 E1404FA-VIPS559 RYZEN 5 7520 8GB 512GB W11+OHS 14.0FHD IPS SILVER,KOSONG,,,,,LAPTOP,ASUS,,TIDAK
962,100613,NB ASUS VIVOBOOK GO 14 E1404GA FHD353 INTEL i3-N305 8GB 512GB WIN11+OHS2021,KOSONG,,,,,LAPTOP,ASUS,,TIDAK
963,100736,NB ASUS VIVOBOOK GO 14 E1404GA FHD353M INTEL i3-N305 8GB 512GB WIN11+OHS2021 free ( Microsoft 365 ),KOSONG,,,,,LAPTOP,ASUS,,TIDAK
964,FHD321,NB ASUS VIVOBOOK GO 14 E1404GA-FHD 321 I3-N305 8CORE 8GB 256GB W11+OHS 14.0FHD BLACK,READY,"Rp5.000.000,00","Rp5.550.000,00","Rp5.500.000,00",08/01/2026,LAPTOP,ASUS,1,TIDAK
965,E1404GA-FHD351,NB ASUS VIVOBOOK GO 14 E1404GA-FHD351 I3 N305 8CORE 8GB 512GB W11+OHS 14.0 FHD - BLACK,READY,"Rp5.850.000,00","Rp6.200.000,00","Rp6.100.000,00",08/01/2026,LAPTOP,ASUS,2,TIDAK
966,E1404G-HD352M,NB ASUS VIVOBOOK GO 14 E1404GA-FHD352 I3 N305 8CORE 8GB 512GB W11+OHS 14.0 FHD - GREEN GREY,READY,"Rp5.850.000,00","Rp6.200.000,00","Rp6.100.000,00",08/01/2026,LAPTOP,ASUS,2,TIDAK
967,100737,NB ASUS VIVOBOOK GO 14 E1404GA-FHD354 I3 N305 8CORE 8GB 512GB W11+OHS 14.0 FHD,READY,"Rp5.850.000,00","Rp6.200.000,00","Rp6.100.000,00",08/01/2026,LAPTOP,ASUS,3,TIDAK
968,101257,NB ASUS VIVOBOOK GO 14 E410KA N4500 8GB 256GB W11+OHS+0365 14'' FHD428M BLIT PINK FHD,KOSONG,,,,,LAPTOP,ASUS,,YA
969,E410KA-FHD426M,NB ASUS VIVOBOOK GO 14 E410KA-FHD426M N4500 8GB 256GB W11+OHS 14.0FHD - BLIT BLUE,READY,"Rp4.050.000,00","Rp4.450.000,00","Rp4.350.000,00",08/01/2026,LAPTOP,ASUS,1,TIDAK
970,101129,NB ASUS VIVOBOOK GO 14 E410KA-FHD429M N4500 8GB 256GB W11+OHS 14.0FHD - BLACK,READY,"Rp4.050.000,00","Rp4.450.000,00","Rp4.350.000,00",08/01/2026,LAPTOP,ASUS,1,TIDAK
971,E410KA-FHD454,NB ASUS VIVOBOOK GO 14 E410KA-FHD454 N4500 8GB 512GB W11+OHS 14.0 FHD - BLACK,KOSONG,,,,,LAPTOP,ASUS,,YA
972,E410KA-FHD455,NB ASUS VIVOBOOK GO 14 E410KA-FHD455 N4500 8GB 512GB W11+OHS 14.0 FHD -BLIT BLUE,KOSONG,,,,,LAPTOP,ASUS,,YA
973,101045,NB ASUS VIVOBOOK GO 15 E1504FA-OLED353M R3 7320U 8GB 512GB W11/OHS/M365 GREY,KOSONG,,,,,LAPTOP,ASUS,,YA
974,E1504FA-OLED352,NB ASUS VIVOBOOK GO 15 OLED E1504FA-OLED352 RYZEN 3 7320 8GB 512GB W11+OHS 15.6FHD BLACK,KOSONG,,,,,LAPTOP,ASUS,,YA
975,E1504FA-OLED553M,NB ASUS VIVOBOOK GO 15 OLED E1504FA-OLED553M RYZEN 5 7520 16GB 512GB W11+OHS 15.6FHD - SILVER,KOSONG,,,,,LAPTOP,ASUS,,TIDAK
976,UM3406HA,NB ASUS ZENBOOK 14 OLED UM3406HA RYZEN 7 8840HS 16GB 512GB W11 14.0 WUXGA NPAD BLK -OLED752,KOSONG,,,,,LAPTOP,ASUS,,YA
977,100584,NB ASUS ZENBOOK 14 OLED UX3405MA-OLEDS713 Ultra 7 155H 32GB 1TB 14″ 3K Win 11 Home+OHS – BLUE,KOSONG,,,,,LAPTOP,ASUS,,YA
978,100583,NB ASUS ZENBOOK 14 OLED UX3405MA-OLEDS714 Ultra 7 155H 32GB 1TB 14″ 3K Win 11 Home+OHS – SILVER,KOSONG,,,,,LAPTOP,ASUS,,TIDAK
979,100502,NB ASUS ZENBOOK DUO UX8406MA-OLEDS711 OLED TOUCH ULTRA 7 155H 16GB 1TB W11+OHS DUAL 14.0 3K+FHD 120HZ PEN - GREY,READY,"Rp28.000.000,00","Rp28.000.000,00","Rp28.000.000,00",08/01/2026,LAPTOP,ASUS,1,TIDAK
980,101511,NB ASUS ZENBOOK UX3407QA-IPS152M LPDDR5X 16GB 512GB M.2 NVMe™ PCIe® 4.0 SSD Windows 11 Home,KOSONG,,,,,LAPTOP,ASUS,,YA
981,100776,NB ASUS ZENBOOK UX5406SA-OLEDS712TM INTEL CORE ULTRA 7 W11 32GB 1TB WHITE,KOSONG,,,,,LAPTOP,ASUS,,TIDAK
982,101042,NB HP 14 EM0018AU 7L9C9PA R5 W11 8GB DDR4 512GB SILVER,KOSONG,,,,,LAPTOP,HP,,TIDAK
983,101043,NB HP 14 EM0019AU 7L9D0PA W11 R5 8GB DDR4 512GB GOLD,READY,"Rp6.780.000,00","Rp7.850.000,00","Rp7.000.000,00",10/12/2025,LAPTOP,HP,1,TIDAK
984,100648,NB HP 14 I3 1215 8GB 512GB W11+OHS 14 BLIT 2Y SILVER DQ5127TU,KOSONG,,,,,LAPTOP,HP,,YA
985,101308,NB HP 14 I5 1235 8GB 512GB W11+OHS 14.0FHD IPS BLIT 2Y SLV -DQ5227TU,KOSONG,,,,,LAPTOP,HP,,TIDAK
986,100755,NB HP 14S DQ3888TU N4500 8GB 512GB 14' W11 SILVER,KOSONG,,,,,LAPTOP,HP,,YA
987,100775,NB HP 14S FQ1009AU RYZEN3 8GB 512GB DDR4 SILVER,KOSONG,,,,,LAPTOP,HP,,YA
988,101332,NB HP 14S-DQ5568TU 13 SLV,KOSONG,,,,,LAPTOP,HP,,YA
989,100556,NB HP 14s-DQ3109TU CELERON N4500 8GB 256GB 14″ HD Win 11 Home+OHS 2021 - SILVER,KOSONG,,,,,LAPTOP,HP,,YA
990,100558,NB HP 14s-DQ3111TU CELERON N4500 8GB 512GB 14″ HD Win 11 Home+OHS 2021 - SILVER,KOSONG,,,,,LAPTOP,HP,,YA
991,100557,NB HP 14s-DQ3127TU N4500 4GB 512GB 14″ FHD Win 11 Home,KOSONG,,,,,LAPTOP,HP,,TIDAK
992,100563,NB HP 14s-DQ5115TU Core I3-1215U 4GB 512GB 14″ FHD Win 11 Home+OHS 2021 – SILVER,KOSONG,,,,,LAPTOP,HP,,TIDAK
993,A9VA2AT,NB HP 240 G9 I5-1235U 256GB 8GB,KOSONG,,,,,LAPTOP,HP,,TIDAK
994,100616,NB HP 240 G9 i5-1235U Iris X 8GB 512GB W11 14 Inch – Dark Silver,KOSONG,,,,,LAPTOP,HP,,TIDAK
