NO,Kode Accurate,NAMA BARANG,STATUS,CP,SP,PRICE,TANGGAL UPDATE,KATEGORI,NAMA BRAND,Stok Sistem,NON AKTIF
1,100023,AC AQUA 1 PK AQA-CR9FQAL (O),KOSONG,,,,,AC (AIR CONDITIONER),AQUA,,TIDAK
2,100019,AC AQUA 1 PK AQA-KR9FQAL (I),KOSONG,,,,,,,,YA
3,100021,AC AQUA 1/2 PK AQA-CR5FQDL (O),KOSONG,,,,,,,,YA
4,100020,AC AQUA 1/2 PK AQA-KR5FQDL (I),KOSONG,,,,,AC (AIR CONDITIONER),AQUA,-1,TIDAK
5,100018,AC AQUA 2PK AQA-CR18FQAL (O),KOSONG,,,,,AC (AIR CONDITIONER),AQUA,,TIDAK
6,100017,AC AQUA 2PK AQA-KR18FQAL (I),KOSONG,,,,,AC (AIR CONDITIONER),AQUA,,TIDAK
7,100820,ACER ASPIRE 3 SLIM A314 RYZEN 7 5700 16GB 512GB W11+OHS 14.0 IPS SLV -42P.R7E5,KOSONG,"Rp8.275.000,00","Rp8.700.000,00","Rp8.450.000,00",19/12/2025,LAPTOP,ACER,,TIDAK
8,100560,ACER ASPIRE 3 SLIM A314-36M-37EE I3-N305 8GB 512GB 14″ FHD Win 11 Home+OHS 2021- SILVER,KOSONG,,,,,,ACER,,YA
9,100424,ACER ASPIRE GO 14 AG14 I3 N305 8CORE 8GB 256GB W11+OHS 14.0WUXGA SLV -31P.34GM,KOSONG,,,,,,ACER,,YA
10,100450,ACER ASPIRE GO 14 AG14 N305 8CORE 8GB 512GB W11+OHS 14.0WUXGA SILVER -31P,KOSONG,,,,,,ACER,,YA
11,100014,ACER ASPIRE LITE AL14 I3 1215 8GB 256GB W11+OHS 14.0WUXGA IPS SILVER,KOSONG,,,,,,ACER,,YA
12,100463,ACER ASPIRE LITE AL14 I5 1235 16GB 512GB W11+OHS 14.0WUXGA IPS SLV -51M.58U1,KOSONG,,,,,,ACER,,YA
13,100821,ACER ASPIRE LITE AL14 I5 1334 16GB 512GB W11+OHS 14.0WUXGA IPS SLV -52M.59TF,KOSONG,,,,,,ACER,,YA
14,101052,ACER ASPIRE LITE AL14 I5 1334 8GB 512GB W11+OHS 14.0WUXGA IPS SLV -52M.59N8,KOSONG,,,,,,ACER,,YA
15,100508,ACER LITE AL1 14 I3 1215 8GB 512GB W11+OHS IPS SLV AL1-14M-3SID,READY,"Rp6.075.000,00","Rp6.400.000,00","Rp6.300.000,00",07/01/2026,LAPTOP,ACER,1,TIDAK
16,101051,ACER LITE AL1-14M-3BID I3 1215 8GB 512GB 3BID W11+OHS IPS BLUE,READY,"Rp6.075.000,00","Rp6.400.000,00","Rp6.300.000,00",07/01/2026,LAPTOP,ACER,1,TIDAK
17,100461,ACER NITRO V 15 I5 13420H RTX2050 4GB/ 8GB 512GB W11+OHS 15.6FHD 144HZ IPS 2YR+ADP BLK -51.542G,KOSONG,,,,,,ACER,,YA
18,100532,ACER PREDATOR NEO BACKPACK ORIGINAL,KOSONG,,,,,,ACER,,YA
19,100453,ACER STANDARD BACKPACK ORIGINAL,KOSONG,,,,,,ACER,,YA
20,101292,ADAPTER ACER 19V-2.37A 45W 3*0*11MM WITH LIGHT,KOSONG,,,,,,ACER,,YA
21,100547,ADAPTER ACER 19V-3.42A 65W WITHLIGHT,KOSONG,,,,,,ACER,,YA
22,101137,"ADAPTER ASUS 19V-6A-120W-4,5*3.0MM ORI BOX",KOSONG,"Rp350.000,00",,,,CHARGER LAPTOP,ASUS,1,TIDAK
23,100990,ADAPTOR ASUS 19.0V - 1.75A 4.0X1.35MM,KOSONG,,,,,,,,YA
24,100541,ADAPTOR ASUS 19V-2.37A-45W SQUARE SHAPE,KOSONG,,,,,,,,YA
25,100542,ADAPTOR ASUS 19V-3.42A-65W SQUARE SHAPE WITHLIGHT,KOSONG,,,,,,,,YA
26,100543,ADAPTOR DELL 19.5V-3.34A 65W,KOSONG,"Rp70.000,00",,,,CHARGER LAPTOP,DELL,1,TIDAK
27,100540,"ADAPTOR HP 19,5V-3.33A 65W BLUEPIN WITH LIGHT",KOSONG,,,,,,HP,,YA
28,101055,ADAPTOR HP 19.5V-10.3A 200W 4.5* 3.00MM BLUEPIN OVAL ORIGINAL,KOSONG,,,,,,HP,,YA
29,101418,ADAPTOR HP 19.5V-2.31A 45W*3.0MM BLUE PIN WITH LIGHT,KOSONG,,,,,,HP,,YA
30,101355,ADAPTOR HP 19.5V-3.3A 65W 4.5*3.0MM BLUE PIN WITH LIGHT,KOSONG,,,,,,HP,,YA
31,100546,ADAPTOR HP 3.25A 65W TYPE-C,KOSONG,,,,,,HP,,YA
32,100544,ADAPTOR LENOVO 20-3.25A-65W TYPE C,KOSONG,,,,,,,,YA
33,100535,ADAPTOR LENOVO 20V 2.25A 4.0X1.7MM,KOSONG,,,,,,,,YA
34,100545,ADAPTOR LENOVO 20V-3.25A 65W USB PIN,KOSONG,,,,,,,,YA
35,100539,ADAPTOR LENOVO 20V-3.25A-65W SQUARE SHAPE,KOSONG,,,,,,,,YA
36,101397,ADAPTOR LENOVO 20V-8.5A.170W.USB PIN,KOSONG,,,,,,,,YA
37,100538,"ADAPTOR LENOVO 20v-2,25A SQUARE SHAPE ORIGINAL",KOSONG,,,,,,,,YA
38,2507000017,AKOMODASI SERVICE,KOSONG,,,,,UNCATEGORIZED,,,TIDAK
39,100814,ALSEYE KABEL EXTENSION 24 PIN ARGB,KOSONG,,,,,,,,YA
40,100719,ALSEYE KABEL EXTENSION ARGB 2X8PIN - WHITE,KOSONG,,,,,,,,TIDAK
41,100720,ALSEYE KABEL EXTENSION ARGB 3X8PIN,KOSONG,,,,,,,,YA
42,100029,AMD PROCESSOR RYZEN 5 5500GT WITH WRAITH STEALTH COOLER,KOSONG,,,,,PROCESSOR RYZEN 5,AMD,,YA
43,100710,AMD PROCESSOR RYZEN 5 5600GT WRAITH STEALTH COOLER,KOSONG,,,,,PROCESSOR RYZEN 5,AMD,,YA
44,100709,AMD PROCESSOR RYZEN 5 8600G WITH WRAITH STEALTH COOLER,KOSONG,,,,,PROCESSOR RYZEN 5,AMD,,YA
45,100470,ANB LENOVO LOQ 15IRX9 I5-13450HX RTX4050 12GB 512GB,KOSONG,,,,,,,,YA
46,101305,ASROCK MINI PC AMD JUPITER X300 AM4 (BARE),KOSONG,,,,,,,,YA
47,101130,ASUS GAMING ROG ALLY RYZEN Z1 R2RADA6W,KOSONG,,,,,,,,YA
48,A15 FA506NF,ASUS TUF A15 FA506NF RYZEN 5 7535HS RTX2050 4GB/8GB 512GB W11+OHS+0365 15.6 FHD BLACK,KOSONG,,,,,,,,YA
49,100041,ASUS TUF A15 FA507NU RYZEN 7 7735HS RTX4050 6GB/ 16GB 512GB W11+OHS 15.6FHD 144HZ (NO BAG) GRY -R745KLM-O,KOSONG,,,,,,,,YA
50,100137,ASUS VIVOBOOK 14 A1404VA I5 1335 8GB 512GB W11+OHS 14.0FHD VIPS BLUE,KOSONG,,,,,,,,YA
51,100138,ASUS VIVOBOOK 14 A1404VA I5 1335 8GB 512GB W11+OHS 14.0FHD VIPS SILVER,KOSONG,,,,,,,,YA
52,100135,ASUS VIVOBOOK 14 A1404VA I7 1355 16GB 1TB W11+OHS 14.0FHD VIPS BLUE,KOSONG,,,,,,,,YA
53,100136,ASUS VIVOBOOK 14 A1404VA I7 1355 16GB 1TB W11+OHS 14.0FHD VIPS SILVER,KOSONG,,,,,,,,YA
54,100040,ASUS VIVOBOOK 14 A1404ZA I3 1215 8GB 512GB,KOSONG,,,,,,,,YA
55,101431,ASUS VIVOBOOK 14 A1404ZA I5 1235 16GB 512GB W11+OHS+O365 14.0FHD VIPS BLU -VIPS557M,KOSONG,,,,,,,,YA
56,101430,ASUS VIVOBOOK 14 A1404ZA I5 1235 16GB 512GB W11+OHS+O365 14.0FHD VIPS SLV -VIPS558M,KOSONG,,,,,,,,YA
57,100043,ASUS VIVOBOOK GO 14 E1404GA I3 N305 8CORE 8/256 SILVER FHD 323,KOSONG,,,,,,,,YA
58,100140,ASUS VIVOBOOK GO 14 E410KA N4500 8GB 256GB W11+OHS 14.0FHD BLIT BLACK,KOSONG,,,,,,,,YA
59,100133,ASUS VIVOBOOK GO 14 E410KA N4500 8GB 256GB W11+OHS 14.0FHD BLIT BLUE -FHD426,KOSONG,,,,,,,,YA
60,101135,AXIOO PONGO 760 V2 I7 13620H RTX4060 8GB /16GB 512GB DOS 15.6FHD 144HZ IPS RGB 3Y GREY,KOSONG,,,,,,,,YA
61,2506000028,BACKPACK AXIOO BIASA,KOSONG,,,,,,,18,TIDAK
62,2506000030,BACKPACK AXIOO PONGO,KOSONG,,,,,,,9,TIDAK
63,101136,BACKPACK AXIOO PONGO BLACK,KOSONG,,,,,,,,YA
64,100548,BARANG LAIN LAIN,KOSONG,,,,,,,,YA
65,100697,BASEUS DYNAMIC FAST CHARGING DATA CABLE BLUE,KOSONG,,,,,,,,YA
66,100698,BASEUS DYNAMIC FAST CHARGING DATA CABLE WHITE,KOSONG,,,,,,,,YA
67,100696,BASEUS GLIMMER FAST CHARGING DATA TYPE-C BLUE,READY,"Rp59.000,00","Rp75.000,00","Rp65.000,00",19/12/2025,KABEL DATA USB C TO C,BASEUS,2,TIDAK
68,100699,BASEUS GLIMMER FAST CHARGING DATA TYPE-C WHITE,KOSONG,,,,,,,,YA
69,101299,BATERAI ASUS B31N1842 ORIGINAL,KOSONG,,,,,,,,YA
70,101391,BATERAI ASUS PU450/A32N1331,KOSONG,,,,,,,,YA
71,100847,BATERAI ASUS X455/C21N1401 BLACK ORIGINAL,KOSONG,"Rp350.000,00",,,,BATERAI LAPTOP,ASUS,1,TIDAK
72,101475,BATERAI ASUS k413/B31N1911/C31N1911 ORIGINAL,KOSONG,,,,,,,,YA
73,100768,BATERAI CMOS MAXELL CR2032,KOSONG,"Rp4.000,00",,,,,,2,TIDAK
74,101112,BATERAI DELL I5-3000 WDVOR ORIGINAL,KOSONG,,,,,,,,YA
75,101291,BATERAI HP CS03XL/TA03XL/840-G3 ORIGINAL,KOSONG,,,,,,HP,,YA
76,100008,BATERAI KAMERA CANON LPE-17,KOSONG,,,,,,,,YA
77,100827,BATERAI LAPTOP HP KI04,KOSONG,,,,,,HP,,YA
78,101050,BATERAI LENOVO ORIGINAL,KOSONG,,,,,,,,YA
79,101009,BATERAI NB DELL 3451,KOSONG,,,,,BATERAI LAPTOP,,,YA
80,100840,BATERAI NB HP KI04,KOSONG,,,,,BATERAI LAPTOP,HP,,YA
81,100823,BATERAI UPS NEUTON 12V9Ah - NP 1290M,KOSONG,,,,,,,,YA
82,100694,BATT UPS PANASONIC 12V 7.2AH,KOSONG,,,,,,,,YA
83,100053,BELDEN CAT5E,KOSONG,,,,,,,,YA
84,100690,BLUEPRINT 1 LTR TD EPSON BLACK,KOSONG,"Rp220.000,00",,,,TINTA,EPSON,1,TIDAK
85,100691,BLUEPRINT 1 LTR TD EPSON CYAN,KOSONG,"Rp220.000,00",,,,TINTA,EPSON,1,TIDAK
86,100692,BLUEPRINT 1 LTR TD EPSON MAGENTA,KOSONG,"Rp220.000,00",,,,TINTA,EPSON,1,TIDAK
87,100693,BLUEPRINT 1 LTR TD EPSON YELLOW,KOSONG,"Rp220.000,00",,,,TINTA,EPSON,1,TIDAK
88,100999,BLUEPRINT BLUETOOTH WIRELESS BARCODE SCANNER 2D LITE,KOSONG,,,,,SCANNER,BLUEPRINT,1,TIDAK
89,100391,BLUEPRINT INFRARED SCANNER SP-TC100,KOSONG,,,,,SCANNER,BLUEPRINT,,TIDAK
90,100343,BLUEPRINT LITE CASH DRAWER BPL03,KOSONG,,,,,CASH DRAWER,BLUEPRINT,,TIDAK
91,100345,BLUEPRINT LITE DESKTOP BLUETOOTH THERMAL PRINTER BP-LITE80D1,KOSONG,,,,,THERMAL PRINTER,BLUEPRINT,,TIDAK
92,100344,BLUEPRINT PORTABLE BLUETOOTH SCANNER 2D,KOSONG,,,,,SCANNER,BLUEPRINT,,TIDAK
93,101468,BRACKET DRAKFLASH ATLAS 02,KOSONG,,,,,,,,YA
94,100779,BRACKET MONITOR DUAL ARM 13-27 INCH VESA 100x100,KOSONG,,,,,BRACKET MONITOR,,,YA
95,100877,BRACKET MONITOR REXUS DBM-01 - WHITE,KOSONG,,,,,BRACKET MONITOR,REXUS,,YA
96,100392,BRACKET MONITOR SINGLE M10-BLACK,KOSONG,,,,,BRACKET MONITOR,,,TIDAK
97,100724,BRACKET MONITOR SINGLE M10-WHITE,KOSONG,,,,,BRACKET MONITOR,,,YA
98,100769,BRACKET PROJECTOR MINI BLACK (KOTAK BOX  PUTIH),KOSONG,,,,,,,,YA
99,100128,BRACKET PROYEKTOR UNIVERSAL,KOSONG,,,,,BRACKET PROYEKTOR,,1,TIDAK
100,100879,BRACKET REXUS DBM-03 NB + MONITOR - BLACK,KOSONG,,,,,BRACKET MONITOR,REXUS,,YA
101,100878,BRACKET REXUS DOUBLE DBM-02 - BLACK,KOSONG,,,,,BRACKET MONITOR,REXUS,,YA
102,101259,BUNDLING ROUTER + SIMCARD HUAWEI B320 - STAR H2,READY,"Rp445.045,00","Rp599.000,00","Rp455.000,00",19/12/2025,MODEM,TELKOMSEL,14,TIDAK
103,101392,CABLE POWER ADAPTER COLOKAN KAKI 3,KOSONG,,,,,,,,TIDAK
104,101401,CABLE POWER ADAPTER EU COLOKAN KAKI 2 GOOD QUALITY,KOSONG,,,,,,,2,TIDAK
105,100423,CABLE POWER EUROPE 2.5 METER GREY,KOSONG,,,,,,,,YA
106,101272,CABLE VGA HDI MT-VIKI 20CM,KOSONG,,,,,,,,YA
107,100007,CAMERA CANON EOS R50 (18-45MM) BLACK,KOSONG,,,,,,,,TIDAK
108,101007,CAMERA CANON EOS RP BODY,KOSONG,,,,,,,,YA
109,100051,CAMERA HIKVISION indoor 2mp dual light BIASA (DS-2CE76D0T-EXLPF)),KOSONG,,,,,,,,YA
110,100050,CAMERA HIKVISION indoor 2mp dual light audio (DS-2CE76D0T-LPPS),KOSONG,,,,,,,,YA
111,100009,CANON EOS RP with LENS 24-105mm IS STM,KOSONG,,,,,,,,TIDAK
112,100055,CANON LENSA RF-S10-18mm F/4.5-6.3 IS STM,KOSONG,,,,,,,,YA
113,100045,CANON TINTA PG 810 BLACK,KOSONG,,,,,TINTA,CANON,,YA
114,100232,CARD READER REXUS RXC-208 ALUMUNIUM - 6 SLOT 2.0,KOSONG,,,,,CARD READER,REXUS,,TIDAK
115,100871,CARD READER REXUS RXC-305  5 IN 1 BLACK,KOSONG,,,,,CARD READER,REXUS,,YA
116,100872,CARD READER REXUS RXC-305 -5 IN 1 - BLUE,KOSONG,,,,,CARD READER,REXUS,,YA
117,100873,CARD READER REXUS RXC-305 5 IN 1 - WHITE,KOSONG,,,,,CARD READER,REXUS,,YA
118,100233,CARD READER REXUS RXC-308 - 6SLOT 3.0,KOSONG,,,,,CARD READER,REXUS,,YA
119,100765,CART EPSON LQ-310,KOSONG,,,,,,EPSON,,YA
120,100774,CART RIBBON EPSON LX310,READY,"Rp42.000,00","Rp65.000,00","Rp45.000,00",19/12/2025,TINTA CATRIDGE,EPSON,5,TIDAK
121,101011,CART RIBBON PACK EPSON 7755 LONGLIFE,KOSONG,,,,,,EPSON,,YA
122,100833,CARTRIDGE BROTHER LC-462 BLACK,KOSONG,,,,,,,,YA
123,100834,CARTRIDGE BROTHER LC-462 CYAN,READY,"Rp118.000,00",,,,,,1,TIDAK
124,100835,CARTRIDGE BROTHER LC-462 MAGENTA,KOSONG,,,,,,,,YA
125,100836,CARTRIDGE BROTHER LC-462 YELLOW,KOSONG,,,,,,,,YA
126,100733,CASE COUGAR PURITY RGB-BLACK,KOSONG,,,,,,COUGAR,,YA
127,100854,CASING AEROMAX AM-310,READY,"Rp285.000,00",,,,"CASING PC MINI TOWER (M-ATX, M-ITX)",POWER UP,1,TIDAK
128,100460,CASING AEROMAX AM-311,KOSONG,,,,,"CASING PC MINI TOWER (M-ATX, M-ITX)",POWER UP,,TIDAK
129,101508,CASING APNX V1 MID TOWER ATX DUAL CHAMBER BLACK,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",APNX,,TIDAK
130,101277,CASING COOLER MASTER CMP 320,READY,"Rp615.000,00","Rp800.000,00","Rp700.000,00",28/12/2025,"CASING PC MINI TOWER (M-ATX, M-ITX)",COOLER MASTER,2,TIDAK
131,101276,CASING COOLER MASTERBOX MB311L ARGB - MINI TOWER,READY,"Rp680.000,00","Rp950.000,00","Rp750.000,00",28/12/2025,"CASING PC MINI TOWER (M-ATX, M-ITX)",COOLER MASTER,2,TIDAK
132,101507,CASING CORSAIR 3500X ARGB TG BLACK,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",CORSAIR,,TIDAK
133,101506,CASING CORSAIR 3500X TG BLACK,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",CORSAIR,,TIDAK
134,101505,CASING CORSAIR 3500X TG WHITE,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",CORSAIR,,TIDAK
135,100704,CASING COUGAR DUOFACE PRO RGB – MID TOWER WHITE,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",COUGAR,,YA
136,100735,CASING COUGAR DUOFACE RGB BLACK,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",COUGAR,,YA
137,100730,CASING COUGAR FV150 RGB - MID TOWER,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",COUGAR,,YA
138,101245,CASING COUGAR FV150 RGB PINK - MID TOWER,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",COUGAR,,YA
139,2503000320,CASING COUGAR FV150 RGB WHITE - MID TOWER,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",COUGAR,,YA
140,100228,CASING COUGAR MG120-G - MINI TOWER,KOSONG,,,,,"CASING PC MINI TOWER (M-ATX, M-ITX)",COUGAR,,YA
141,100224,CASING COUGAR MX 360 ARGB - MID TOWER,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",COUGAR,,YA
142,100229,CASING COUGAR MX360 RGB - MID TOWER,READY,"Rp685.308,00","Rp730.000,00","Rp700.000,00",28/12/2025,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",COUGAR,7,TIDAK
143,100702,CASING COUGAR MX430 MESH RGB - MID TOWER,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",COUGAR,,YA
144,100225,CASING COUGAR MX440 MESH RGB - MID TOWER,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",COUGAR,,TIDAK
145,100706,CASING COUGAR MX600 RGB – FULL TOWER,KOSONG,,,,,"CASING PC FULL TOWER (E-ATX, ATX)",COUGAR,,TIDAK
146,100227,CASING COUGAR PURITY RGB WHITE -MINI TOWER,KOSONG,,,,,"CASING PC MINI TOWER (M-ATX, M-ITX)",COUGAR,,YA
147,100718,CASING COUGAR QBX - MINI ITX,READY,"Rp721.897,00","Rp780.000,00","Rp750.000,00",28/12/2025,"CASING PC MINI TOWER (M-ATX, M-ITX)",COUGAR,2,TIDAK
148,100226,CASING COUGAR UNIFACE MINI BLACK - MINI TOWER,KOSONG,,,,,"CASING PC MINI TOWER (M-ATX, M-ITX)",COUGAR,,YA
149,101229,CASING COUGAR UNIFACE MINI BLACK RGB 3 FAN - MINI TOWER,KOSONG,,,,,"CASING PC MINI TOWER (M-ATX, M-ITX)",COUGAR,,YA
150,101230,CASING COUGAR UNIFACE MINI WHITE RGB 3 FAN - MINI TOWER,READY,"Rp685.308,00","Rp745.000,00","Rp700.000,00",28/12/2025,"CASING PC MINI TOWER (M-ATX, M-ITX)",COUGAR,6,TIDAK
151,101483,CASING CUBE CINEMA BLACK CASE WITHOUT POWER SUPPLY,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",,,YA
152,101484,CASING CUBE CINEMA WHITE CASE WITHOUT POWER SUPPLY,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",,,YA
153,101485,CASING CUBE GAMING CIELO ATX WHITE CASE WITHOUT POWER SUPPLY,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",,,YA
154,101486,CASING CUBE GAMING KIEV BLACK CASE WITHOUT POWER SUPPLY,KOSONG,,,,,"CASING PC MINI TOWER (M-ATX, M-ITX)",,,YA
155,101492,CASING DARKFLASH DQX90 BLACK,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",DARK FLASH,,YA
156,101491,CASING DARKFLASH DQX90 WHITE,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",DARK FLASH,,YA
157,101490,CASING DARKFLASH DY470 BLACK,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",DARK FLASH,,TIDAK
158,101489,CASING DARKFLASH DY470 WHITE,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",DARK FLASH,,YA
159,101496,CASING DARKFLASH L280M BLACK,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",DARK FLASH,,YA
160,101495,CASING DARKFLASH L280M WHITE,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",DARK FLASH,,YA
161,101494,CASING DARKFLASH TH285M BLACK,KOSONG,,,,,"CASING PC MINI TOWER (M-ATX, M-ITX)",DARK FLASH,,YA
162,101493,CASING DARKFLASH TH285M WHITE,KOSONG,,,,,"CASING PC MINI TOWER (M-ATX, M-ITX)",DARK FLASH,,YA
163,101370,CASING DEEPCOOL CG580 BLACK,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",DEEPCOOL,,YA
164,101371,CASING DEEPCOOL CG580 WHITE,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",DEEPCOOL,,YA
165,100456,CASING DIGITAL ALLIANCE N30S MATX V2 WHITE,READY,"Rp400.000,00","Rp530.000,00","Rp450.000,00",28/12/2025,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",DIGITAL ALLIANCE,1,TIDAK
166,100455,CASING DIGITAL ALLIANCE PC N30S MATX BLACK,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",DIGITAL ALLIANCE,,YA
167,100987,CASING FAN DEEPCOOL XFAN 80,KOSONG,,,,,FAN CASING,DEEPCOOL,,YA
168,101289,CASING GAMEN GCS100 WITH 3 FANS BLACK,KOSONG,,,,,"CASING PC MINI TOWER (M-ATX, M-ITX)",GAMEN,,YA
169,101290,CASING GAMEN GCS100 WITH 3 FANS WHITE,KOSONG,,,,,"CASING PC MINI TOWER (M-ATX, M-ITX)",GAMEN,,YA
170,101476,CASING GAMING PRIME D-(K) V2.0 RED-ALUMUNIUM GAMING CASE-DUAL SIDE TEMPRED GLASS,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",PRIME,,YA
171,100652,CASING HARDDISK SAMSUNG F3,KOSONG,,,,,ENCLOSURE SATA,SAMSUNG,,YA
172,101253,"CASING HDD CADDY SSD 12,7MM",,,,,,HDD CADDY,,1,TIDAK
173,100651,CASING HDD EXT WD USB 3.0,KOSONG,,,,,ENCLOSURE SATA,WD (WESTERN DIGITAL),,TIDAK
174,101396,CASING HOSE OFF DUO INC PSU 380W,READY,"Rp300.000,00","Rp380.000,00","Rp330.000,00",28/12/2025,"CASING PC MINI TOWER (M-ATX, M-ITX)",HOSE,3,TIDAK
175,101479,CASING Lian Li DYNAMIC EVO RGB BLACK CASE WITHOUT POWER SUPPLY,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",LIAN LI,,YA
176,101478,CASING Lian Li DYNAMIC EVO RGB WHITE CASE WITHOUT POWER SUPPLY,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",LIAN LI,,YA
177,100104,CASING MSI MAG FORGE 120A AIRFLOW,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",MSI,,YA
178,100866,CASING MSI MAG FORGE M100R MIAD TOWER - BLACK,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",MSI,,YA
179,100867,CASING MSI MAG FORGE M100R MIAD TOWER - WHITE,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",MSI,,YA
180,100102,CASING MSI MPG GUNGNIR 110R BLACK,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",MSI,,YA
181,100103,CASING MSI MPG GUNGNIR 110R WHITE,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",MSI,,TIDAK
182,100158,CASING PC COOLERMASTER  QUBE 500 BLACK - Mid Tower,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",COOLER MASTER,,YA
183,100157,CASING PC COOLERMASTER  QUBE 500 WHITE - Mid Tower,READY,"Rp995.000,00","Rp1.150.000,00","Rp1.050.000,00",28/12/2025,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",COOLER MASTER,1,TIDAK
184,100156,CASING PC COOLERMASTER MasterBox Q500L Sakura - Mid Towe,READY,"Rp663.000,00","Rp800.000,00","Rp700.000,00",28/12/2025,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",COOLER MASTER,2,TIDAK
185,100167,CASING PC DEEPCOOL CC560 V2 BLACK,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",DEEPCOOL,,YA
186,100166,CASING PC DEEPCOOL CH170 DIGITAL BLACK,READY,"Rp855.000,00","Rp930.000,00","Rp880.000,00",28/12/2025,"CASING PC MINI TOWER (M-ATX, M-ITX)",DEEPCOOL,1,TIDAK
187,100037,CASING PC DIGITAL ALLIANCE N50S MATX BLACK,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",DIGITAL ALLIANCE,,YA
188,100101,CASING PC MSI MAG FORGE 101M,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",MSI,,YA
189,100099,CASING PC MSI MAG PANO M100R PZ BLACK,KOSONG,,,,,"CASING PC MINI TOWER (M-ATX, M-ITX)",MSI,,YA
190,100100,CASING PC MSI MAG PANO M100R PZ WHITE,KOSONG,,,,,"CASING PC MINI TOWER (M-ATX, M-ITX)",MSI,,YA
191,100028,CASING PC OFFICE ARMOUR AR-01MATX BLACK,KOSONG,,,,,"CASING PC MINI TOWER (M-ATX, M-ITX)",ARMOUR,,YA
192,101477,CASING PRIME A-(F) COMPUTER CASE WITHOUT POWER SUPPLY,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",PRIME,,YA
193,101482,CASING PRIME H-(Y) V2 WHITE MODERN AESTHETIC DUAL CHAMBER ATX CASE-TEMPERED GLASS,KOSONG,,,,,"CASING PC MID TOWER (ATX, M-ATX, M-ITX)",PRIME,,YA
194,100669,CASING XYZ OFFICE RUSH,READY,"Rp202.725,00","Rp380.000,00","Rp250.000,00",28/12/2025,"CASING PC MINI TOWER (M-ATX, M-ITX)",XYZ,1,TIDAK
195,101390,CASING ZALMAN P30 V2,KOSONG,,,,,"CASING PC MINI TOWER (M-ATX, M-ITX)",ZALMAN,,YA
196,101389,CASING ZALMAN P30 WHITE V2,KOSONG,,,,,"CASING PC MINI TOWER (M-ATX, M-ITX)",ZALMAN,,YA
